"ID","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age"
8724,"Graduation","Single",28567,1,0,"17-06-2013",57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,41
10741,"Master","Together",47352,0,1,"11-04-2013",70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,72
1991,"Graduation","Together",44931,0,1,"18-01-2014",0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,56
6931,"Graduation","Divorced",76982,0,0,"15-02-2014",19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,56
11096,"2n Cycle","Together",57247,0,1,"08-08-2013",50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,71
304,"Master","Single",22944,1,0,"23-12-2013",67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,42
3665,"2n Cycle","Together",25315,1,0,"07-11-2013",46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,46
10591,"Graduation","Widow",43638,0,1,"06-08-2012",37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,54
5036,"PhD","Single",42710,1,0,"28-11-2012",38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,39
5547,"PhD","Married",84169,0,0,"07-08-2013",9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,41
7822,"Graduation","Together",54058,0,1,"04-06-2013",56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,47
8541,"2n Cycle","Married",24683,1,0,"08-03-2014",98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,33
10955,"Graduation","Widow",85620,0,0,"07-01-2014",68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,59
4368,"Graduation","Married",47850,1,0,"03-12-2013",72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,43
9671,"Graduation","Married",19514,1,1,"26-01-2014",47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,55
2256,"Master","Married",27159,1,1,"29-03-2014",33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,50
4279,"2n Cycle","Single",39548,1,1,"31-03-2014",87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,60
5371,"Graduation","Single",21474,1,0,"08-04-2014",0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,34
9240,"PhD","Single",60504,0,1,"07-02-2014",73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,52
9460,"Graduation","Married",22419,0,0,"18-04-2013",74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,60
9504,"Master","Married",81698,0,0,"06-11-2013",4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,74
8692,"Graduation","Together",43462,1,1,"12-09-2012",50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,71
448,"PhD","Single",54880,1,0,"01-03-2013",57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,45
8420,"2n Cycle","Married",15315,0,0,"03-08-2013",27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,53
3174,"Graduation","Together",87771,0,1,"22-05-2013",61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,64
7685,"Graduation","Married",33039,1,0,"09-09-2013",4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,45
9780,"Master","Together",71499,0,1,"25-06-2013",12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,52
10681,"2n Cycle","Married",62466,0,1,"15-01-2014",13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,53
10232,"PhD","Divorced",48799,0,1,"05-11-2013",9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,60
4184,"PhD","Together",52157,0,1,"07-06-2014",48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,73
9120,"Graduation","Single",66565,0,1,"05-12-2012",80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,61
891,"Master","Together",29298,1,1,"07-09-2013",60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,72
10381,"Graduation","Single",47691,0,1,"05-07-2013",43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,44
3525,"Graduation","Together",38200,1,1,"07-12-2012",19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,53
6818,"Graduation","Married",44989,0,1,"12-09-2012",26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,49
3526,"PhD","Married",38443,1,1,"27-01-2014",58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,55
8181,"2n Cycle","Single",38593,1,0,"13-09-2013",42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,45
1029,"PhD","Together",64413,0,1,"01-08-2013",27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,53
7369,"Master","Married",36959,1,0,"02-10-2013",56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42
2574,"PhD","Married",61996,0,1,"31-01-2013",27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,46
8159,"Graduation","Married",51287,1,1,"01-04-2014",10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,55
1160,"Graduation","Married",13260,1,1,"23-08-2013",48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,53
10242,"PhD","Together",47472,1,1,"16-09-2013",39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,57
5253,"Master","Together",54603,1,1,"09-07-2013",85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,67
5966,"PhD","Married",45207,1,1,"10-11-2012",64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,49
5314,"Graduation","Together",40689,0,1,"18-03-2013",69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,72
5081,"2n Cycle","Together",47821,1,1,"20-10-2013",54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,56
5123,"Master","Married",27450,0,0,"15-04-2013",57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,72
5756,"Graduation","Together",39453,1,0,"03-04-2014",64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,40
8036,"2n Cycle","Together",26850,1,1,"18-04-2014",10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,52
5057,"Master","Married",61794,0,1,"14-09-2013",74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,62
254,"Graduation","Together",53863,0,1,"17-05-2014",4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,68
4179,"Graduation","Together",24221,0,0,"20-08-2013",94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,64
3710,"PhD","Single",39684,1,0,"12-10-2012",41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,39
4501,"Master","Single",69882,0,0,"10-11-2013",94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,58
6424,"Graduation","Together",33178,1,0,"30-01-2014",9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,46
3075,"PhD","Married",59973,0,0,"11-09-2013",47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,51
4992,"Master","Together",17459,1,0,"19-09-2013",12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,48
5252,"Graduation","Divorced",23910,1,0,"26-10-2012",80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,54
7444,"Master","Married",42169,1,1,"19-10-2013",20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,54
6919,"2n Cycle","Married",26224,1,0,"04-06-2013",39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,45
3537,"Graduation","Together",31089,1,0,"17-08-2012",57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,42
10277,"Graduation","Single",30081,0,1,"21-02-2013",27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,62
2453,"Graduation","Together",62807,0,1,"31-08-2012",83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,63
7972,"Graduation","Single",72906,0,0,"17-09-2013",79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,68
895,"PhD","Married",61467,0,2,"09-12-2012",69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,75
1177,"Master","Together",49618,1,1,"26-01-2013",77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,57
7141,"Master","Single",21888,1,0,"29-12-2012",15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,37
7232,"Graduation","Widow",42429,0,1,"11-02-2014",99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,50
8477,"Graduation","Divorced",26150,2,1,"11-03-2013",61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,67
2457,"Basic","Married",30801,0,1,"26-10-2012",23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,48
988,"Graduation","Married",81168,0,0,"07-05-2014",84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,58
7930,"Master","Single",26877,0,0,"19-08-2013",74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,54
4587,"Master","Widow",45006,0,0,"18-07-2013",90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,79
6682,"Basic","Married",18978,1,0,"11-12-2012",41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,50
6222,"Graduation","Married",22574,2,1,"28-10-2013",28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,56
10299,"PhD","Single",48240,0,0,"09-11-2012",73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,54
3083,"Graduation","Married",45837,1,1,"26-07-2013",88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,49
8953,"Master","Single",35791,2,1,"06-05-2013",94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,58
8650,"Graduation","Widow",54162,1,1,"18-03-2013",31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,45
10862,"Master","Married",30522,0,1,"17-08-2012",6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,63
2782,"PhD","Married",54456,0,1,"11-07-2013",23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,62
6941,"Graduation","Single",31632,0,0,"14-07-2013",92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,52
10972,"Graduation","Widow",72298,0,0,"10-03-2014",52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,74
10708,"2n Cycle","Single",36975,1,0,"28-12-2013",50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,45
6583,"2n Cycle","Married",72635,0,0,"03-06-2013",54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,68
3641,"Graduation","Married",13624,1,0,"20-01-2013",93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,47
4299,"Graduation","Together",70971,0,1,"21-09-2012",28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,63
3469,"PhD","Divorced",34487,1,1,"06-09-2012",94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,46
5063,"Graduation","Single",28769,1,0,"18-12-2012",76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,46
10727,"PhD","Married",69084,1,0,"19-11-2013",43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,53
9624,"PhD","Together",65488,0,0,"13-06-2014",46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,65
5156,"2n Cycle","Married",62466,0,1,"15-01-2014",13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,53
4376,"2n Cycle","Single",32218,0,0,"15-02-2014",27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,63
8461,"Graduation","Divorced",46102,2,1,"10-03-2014",3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,61
6945,"Graduation","Single",84574,0,0,"04-06-2013",72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,71
944,"Graduation","Married",56181,0,1,"08-01-2013",6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,61
1907,"Master","Divorced",63120,0,1,"28-09-2012",53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,73
701,"Graduation","Married",73691,0,1,"06-11-2013",58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,52
3856,"Graduation","Together",63381,0,1,"05-10-2012",78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,63
4149,"PhD","Together",76140,0,0,"13-05-2014",57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,75
2131,"PhD","Divorced",62859,0,1,"30-12-2012",37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,64
2942,"Graduation","Single",45906,0,1,"07-05-2013",20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,59
1173,"Master","Together",77632,0,0,"10-03-2013",73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,76
4381,"PhD","Married",46463,1,1,"18-08-2013",56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,52
3376,"Master","Divorced",55282,1,0,"13-12-2013",9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,53
4679,"Master","Married",78710,0,1,"23-05-2014",42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,46
10928,"Graduation","Together",66886,0,1,"16-09-2013",28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,65
4248,"Master","Single",98777,0,0,"17-02-2014",23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,63
6728,"Graduation","Together",29103,1,0,"27-08-2012",38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,38
6661,"Graduation","Married",67445,0,1,"12-08-2012",63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,49
4725,"PhD","Together",50616,0,1,"13-04-2014",71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,73
3277,"Graduation","Divorced",49431,0,1,"03-08-2012",9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,68
2564,"Graduation","Together",61278,0,1,"04-01-2014",87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,70
946,"2n Cycle","Together",26490,0,0,"22-09-2012",92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,65
3867,"PhD","Together",73059,0,1,"31-08-2013",36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,76
6940,"PhD","Single",46734,1,2,"21-10-2013",86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,57
55,"Graduation","Together",56253,0,1,"07-12-2012",83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,60
7093,"Graduation","Married",19986,1,0,"14-11-2013",74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,38
5084,"Graduation","Widow",58330,0,1,"25-12-2013",87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,48
1777,"Basic","Married",25965,0,0,"07-09-2012",29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,43
8162,"Master","Together",14661,0,0,"01-01-2013",88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,67
10826,"Graduation","Married",18690,0,0,"28-12-2012",77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,64
8754,"PhD","Together",45068,0,1,"16-05-2013",25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49
1987,"Basic","Single",21063,1,0,"25-09-2013",34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,36
11007,"PhD","Married",29187,1,0,"09-05-2013",43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,55
7426,"2n Cycle","Married",54690,1,1,"07-11-2013",76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,52
9153,"PhD","Married",59304,0,1,"29-07-2013",81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,59
10379,"Master","Single",59247,0,2,"08-11-2013",87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,61
3197,"Graduation","Married",77353,0,1,"16-12-2013",38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,43
2920,"PhD","Single",52614,0,1,"01-12-2012",63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,48
6961,"Graduation","Married",26751,2,0,"22-05-2014",26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,49
4673,"PhD","Married",81300,0,1,"30-10-2012",17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,60
9937,"Graduation","Single",70337,0,0,"02-01-2014",75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,44
8779,"2n Cycle","Married",36145,1,0,"16-06-2013",13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,38
9596,"PhD","Single",65295,0,0,"23-12-2013",19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,43
2891,"Graduation","Divorced",68118,0,1,"18-10-2013",51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,60
4910,"Graduation","Divorced",68743,0,0,"30-08-2012",81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,56
75,"2n Cycle","Together",41039,0,0,"25-07-2013",32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,41
10120,"Graduation","Together",38946,0,1,"24-10-2013",84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,68
6327,"Graduation","Together",65777,0,0,"19-12-2013",87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,56
10142,"PhD","Divorced",66476,0,1,"07-03-2013",99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,47
9826,"PhD","Single",86857,0,0,"12-09-2012",96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,51
10767,"PhD","Together",77845,0,0,"16-05-2014",40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,34
7279,"PhD","Together",69476,0,0,"30-09-2013",3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,54
7230,"PhD","Divorced",50611,0,1,"04-10-2012",98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,63
143,"Graduation","Single",61209,0,0,"25-08-2013",73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,53
450,"Master","Together",42315,0,1,"12-07-2013",90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,65
9316,"Basic","Together",13084,0,0,"02-11-2013",29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,71
6379,"Master","Widow",47570,1,1,"29-05-2013",3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,74
9239,"Master","Married",61923,0,2,"26-07-2013",94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,62
8315,"Graduation","Single",34824,0,0,"26-03-2014",65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,28
2868,"PhD","Single",26518,1,1,"08-04-2013",33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,74
10888,"Graduation","Single",45938,0,0,"03-11-2013",46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,62
1277,"Graduation","Together",78468,0,0,"09-04-2014",29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,63
9977,"Graduation","Divorced",78901,0,1,"17-09-2013",99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,50
10196,"Graduation","Married",71427,2,0,"12-03-2014",26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,45
8029,"Master","Single",90247,0,0,"29-04-2014",27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,35
968,"Master","Divorced",41335,1,0,"26-12-2013",24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,55
6988,"Graduation","Married",71952,1,0,"10-01-2013",93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,37
4472,"PhD","Divorced",35682,1,0,"27-06-2014",34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,53
6991,"Graduation","Divorced",43185,0,1,"10-04-2013",88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,72
3336,"PhD","Together",66375,0,1,"21-11-2013",96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,75
4301,"Master","Married",35178,1,0,"10-01-2013",10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,52
1940,"Graduation","Married",25252,1,0,"12-07-2013",26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,37
1272,"Master","Single",55250,0,1,"21-10-2012",49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,58
1388,"Graduation","Single",33249,1,0,"20-02-2013",11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,48
1044,"Graduation","Together",58398,0,0,"14-05-2013",44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,70
6969,"Graduation","Together",50272,1,0,"07-08-2013",75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,41
1715,"Graduation","Together",25851,1,0,"11-02-2013",45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,45
10159,"Graduation","Divorced",58710,0,1,"31-03-2013",77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,53
1463,"Graduation","Single",45160,1,1,"29-03-2014",9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,65
5114,"Master","Married",74806,0,1,"19-12-2012",1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,58
4990,"Graduation","Married",59111,0,0,"02-05-2013",90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,69
4329,"PhD","Married",18988,1,0,"23-05-2014",43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,39
4692,"Graduation","Married",7500,1,0,"01-08-2012",19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,47
7212,"Graduation","Married",44794,0,1,"08-06-2014",99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,57
6086,"Graduation","Married",80395,0,0,"23-11-2013",62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,68
437,"Master","Divorced",75012,0,0,"25-01-2014",41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,47
11171,"Master","Married",56962,2,1,"11-10-2013",60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,58
11101,"Graduation","Together",89891,0,0,"15-04-2013",17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,32
5329,"PhD","Divorced",35946,1,1,"27-09-2013",24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,74
610,"PhD","Together",53593,1,1,"07-08-2012",60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,70
9384,"Graduation","Married",66373,1,1,"12-06-2013",57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,45
5956,"PhD","Divorced",45072,1,2,"16-10-2013",74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,75
10430,"Graduation","Divorced",89694,1,1,"09-10-2013",22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,50
7875,"Graduation","Married",72025,0,0,"29-04-2014",46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,74
6255,"Master","Together",70545,0,1,"03-06-2014",29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,71
6516,"Basic","Married",17487,1,0,"18-03-2013",37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,34
5564,"Graduation","Together",62882,0,1,"09-08-2012",26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,54
5682,"PhD","Single",64108,0,1,"23-03-2013",8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,70
7458,"Master","Together",34941,1,1,"06-03-2013",26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,67
5237,"PhD","Single",48767,1,2,"01-01-2014",79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,73
7761,"2n Cycle","Together",38702,1,0,"01-08-2013",71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,45
